Client ID,t1 (before service call),t2 (after service returns)
1,0,42146550,297022,29223296
1,0,8585535,327470,15375542
1,0,27890235,330788,18119485
1,0,20872191,307736,8094303
1,0,19366806,405790,7409242
1,0,22567500,307756,8235694
1,0,20994007,416454,8431993
1,0,20264347,536954,11422021
1,0,16522882,347804,11055179
1,0,16493708,661351,9029254
1,0,18617381,386914,8296224
1,0,20989926,366600,7977343
1,0,21711022,335348,8759540
1,0,18762693,306338,8057644
1,0,20594585,322486,13289931
1,0,24161675,332942,9006128
1,0,16819460,310872,15305482
1,0,25070473,311557,8949830
1,0,17947324,382311,7886978
1,0,19586018,902606,8198116
1,0,20706675,603280,8272373
1,0,19460574,413563,16992495
1,0,10991210,1288364,8863841
1,0,24641513,685052,8118124
1,0,21901062,562722,8816977
1,0,20294267,639613,7180534
1,0,20294758,397895,7671605
1,0,21038797,524572,8142359
1,0,21284888,826855,7992772
1,0,20136575,340833,8285200
1,0,20682144,312990,9696483
1,0,18707257,502386,8216479
1,0,18503160,453215,15308804
1,0,26832045,683905,8248485
1,0,21028101,309879,8943210
1,0,19270671,716477,8092589
1,0,19987138,303950,8010645
1,0,21044849,304070,10224002
1,0,17993945,468278,7864063
1,0,20784197,306891,7683742
1,0,20690480,660437,8192849
1,0,20303455,306468,8028863
1,0,20640191,307106,8595550
1,0,19890529,710581,8387975
1,0,20949528,304438,21176745
1,0,7505792,1180763,9504188
1,0,20817111,339409,7429507
1,0,20332318,516277,8380126
1,0,20067996,329125,8059069
1,0,22226741,308083,8225679
1,0,19969273,306163,8824929
1,0,18942941,336817,8941025
1,0,18892921,307511,8877593
1,0,19400148,308162,9302913
1,0,17497874,307255,8363392
1,0,20543281,379489,9235479
1,0,19181468,317146,8724939
1,0,20831085,362300,8529713
1,0,20040093,308038,8168612
1,0,17901790,2014625,34657035
1,0,7509254,422652,8246321
1,0,21604004,324324,8376525
1,0,19711727,733331,11782256
1,0,17058814,1459928,8626723
1,0,7347918,318924,8399386
1,0,20811890,555054,8116752
1,0,9716698,290157,11915080
1,0,22696117,460128,31456409
1,0,13645042,326486,9069004
1,0,17327265,326381,13495111
1,0,18942611,904013,8592968
1,0,20718451,296796,8620951
1,0,17653387,1175252,15577184
1,0,24316542,469891,8703359
1,0,18525208,569073,8480888
1,0,20279275,702629,8133616
1,0,21245514,772525,8096560
1,0,21381860,660277,8062934
1,0,21058017,304818,19546825
1,0,9063337,803231,8225922
1,0,21037253,306116,8829769
1,0,19303775,339056,8066704
1,0,21167734,387536,8016569
1,0,21777633,376362,8587508
1,0,22108445,451678,7753824
1,0,21299219,305925,8013114
1,0,21152694,466504,8620576
1,0,20311682,305192,8408034
1,0,21493782,327473,8030813
1,0,21614676,433153,7879357
1,0,21016896,602097,7913764
1,0,21596271,324075,10944887
1,0,16232114,437855,7471799
1,0,21835371,351450,11202416
1,0,17808680,306232,8141335
1,0,21036296,371069,10943792
1,0,17898656,587553,8030268
1,0,20075002,389736,7846766
1,0,27311437,674591,8495332
1,0,27462126,377254,7789782
1,0,27806011,305834,7824142
1,0,27787114,289473,7059992
1,0,19443806,836726,9296952
1,0,30744674,396361,8900835
1,0,28445464,333367,8379041
1,0,28569477,344417,7348182
1,0,20251276,787717,8256612
1,0,28418339,636825,8367813
1,0,36935396,427857,8404420
1,0,26920084,921933,18633611
1,0,19089258,884445,17960025
1,0,27397288,393945,7811503
1,0,27983709,375425,12198585
1,0,22395861,667201,22238018
1,0,13232553,769998,10482130
1,0,29144519,309279,8591285
1,0,29821719,562009,7856610
1,0,36648109,304322,9857561
1,0,34222352,798316,16322743
1,0,5893719,290406,14376775
